age,workclass,final_weight,education,education-num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,threshold
40,Local-gov,261497,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,35,United-States,0
18,Private,40822,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,0
29,Private,176027,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
65,Private,243858,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,0
18,Private,201901,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,1719,15,United-States,0
25,Private,176729,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
49,Private,131918,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,1
31,Self-emp-inc,183125,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,99,United-States,1
18,Private,67019,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
56,Private,227972,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,48,Germany,1
26,Private,357933,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,0
26,Private,152129,12th,8,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,0
37,Private,107302,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
36,Private,326352,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
36,Private,179358,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,30,United-States,0
43,Private,255586,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
21,?,161930,HS-grad,9,Never-married,?,Own-child,Black,Female,0,1504,30,United-States,0
36,Private,179488,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,Canada,0
68,Private,185537,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,20,United-States,0
37,Private,236990,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3464,0,40,United-States,0
33,Private,48520,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
53,Private,194791,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,0
76,?,84737,Bachelors,13,Widowed,?,Other-relative,Asian-Pac-Islander,Male,0,0,32,China,0
45,Private,270842,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1
51,Private,104651,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
71,Self-emp-not-inc,78786,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,10,United-States,0
45,Private,168598,12th,8,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3103,0,40,United-States,1
19,Private,165310,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,0,20,United-States,0
32,Private,204374,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
41,Private,289551,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688,0,40,United-States,1
33,Federal-gov,188246,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
38,Private,236391,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
39,Private,340091,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,75,United-States,0
44,Self-emp-inc,359259,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,Portugal,0
37,Private,267085,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
35,Local-gov,177305,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,40,United-States,0
30,Private,160594,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
62,Local-gov,167889,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,Iran,0
34,Private,160261,HS-grad,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,14084,0,35,China,1
29,Private,108431,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,2415,40,United-States,1
25,Private,189775,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,0
28,Private,110169,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,0
51,Private,189762,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,United-States,1
58,Self-emp-not-inc,234841,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,0
27,Private,90692,Assoc-voc,11,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,0
25,Private,252187,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
55,Private,255364,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
37,Private,292370,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,50,?,1
54,Private,338089,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
18,Never-worked,157131,11th,7,Never-married,?,Own-child,White,Female,0,0,10,United-States,0
33,Private,143485,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0
51,Private,241745,5th-6th,3,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,Mexico,0
59,Private,155976,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
28,Private,271936,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,0
24,Private,161638,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Ecuador,0
49,Self-emp-not-inc,122584,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
38,Private,318610,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
61,Self-emp-not-inc,201965,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
25,Private,225865,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,50,United-States,0
39,Self-emp-not-inc,331481,Bachelors,13,Divorced,Craft-repair,Not-in-family,Black,Male,0,1669,60,?,0
37,?,33355,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,0
37,Private,190987,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,7298,0,40,United-States,1
48,Private,195554,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,United-States,1
53,Local-gov,25820,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,48,United-States,0
32,Private,182274,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,37,United-States,0
23,Private,212619,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
37,Private,167482,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,0
32,Private,127651,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,United-States,1
22,State-gov,255575,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,0
22,Private,32616,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0
49,Private,176907,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
23,Private,167424,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,0
25,Private,38488,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
20,Private,143604,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,2,United-States,0
22,Private,191878,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,United-States,0
34,Private,212064,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,7443,0,35,United-States,0
46,?,37672,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,15,United-States,0
24,Private,211129,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,0
50,Private,129673,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1
17,Private,310885,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,36,Mexico,0
33,Local-gov,162623,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
23,Private,164231,11th,7,Separated,Prof-specialty,Own-child,White,Male,0,0,35,United-States,0
23,Federal-gov,41432,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,0
36,Private,94565,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
30,Private,131425,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
45,?,98265,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
31,Private,103772,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
33,Federal-gov,198827,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
38,Federal-gov,122240,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,1
31,Self-emp-not-inc,132705,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
21,Private,133471,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
38,Private,185556,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,1
55,Private,174353,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,0
21,Private,197387,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
53,State-gov,143822,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,1
37,Private,129263,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,0
22,Private,413110,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,15,United-States,0
37,Private,166497,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,38,United-States,0
41,Private,43556,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
49,Private,256417,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,40,Mexico,0
23,Private,53306,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,0
34,Private,160634,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
24,Private,218415,11th,7,Separated,Handlers-cleaners,Other-relative,White,Female,0,0,40,United-States,0
18,Private,39411,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,0
38,Private,161141,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
53,Local-gov,130730,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,35,United-States,0
39,Private,99270,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,Germany,1
40,Private,202466,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,0
25,Private,159732,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
44,Self-emp-not-inc,234767,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,1
39,Private,107302,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,?,1
52,Federal-gov,302661,Assoc-acdm,12,Widowed,Exec-managerial,Unmarried,White,Male,13550,0,40,United-States,1
23,Private,145964,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
19,Private,198459,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,2001,40,United-States,0
43,Self-emp-not-inc,174295,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
22,Private,196943,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
28,Private,359049,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,1092,60,United-States,0
61,Private,123273,5th-6th,3,Divorced,Transport-moving,Not-in-family,White,Male,0,1876,56,United-States,0
22,Private,48988,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
37,Self-emp-not-inc,82540,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,1
31,Private,183778,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,0
42,Private,301080,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
81,Self-emp-not-inc,184762,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,Greece,0
52,Local-gov,392668,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
24,Private,88824,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
43,Self-emp-not-inc,35236,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,0
33,Private,207561,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
36,Private,117528,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
22,Private,230248,Assoc-acdm,12,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
47,Private,184005,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,3325,0,45,United-States,0
30,Private,427541,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,99999,0,40,United-States,1
59,Private,148844,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
47,Private,161187,12th,8,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
48,State-gov,158451,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,914,0,40,United-States,0
32,Private,37070,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Japan,0
29,Private,67306,HS-grad,9,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
41,Private,276289,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,60,?,0
19,?,61855,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,30,United-States,0
31,Private,82508,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
28,Private,204862,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
39,Federal-gov,127048,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
35,Private,342768,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
22,?,189203,Assoc-acdm,12,Never-married,?,Other-relative,White,Male,0,0,15,United-States,0
27,Local-gov,116662,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
23,Private,122272,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,40,United-States,0
43,Private,167265,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,84,United-States,1
44,Private,222434,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
35,?,365739,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
39,Private,180477,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,1
40,Private,336707,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Female,0,0,60,United-States,0
53,Private,215572,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
46,Federal-gov,31141,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
43,?,478972,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,0
34,Private,182401,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
29,Private,210464,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
39,Self-emp-not-inc,218490,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,50,?,1
38,Private,233717,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,60,United-States,0
32,Private,105938,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,1602,20,United-States,0
27,Private,101597,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0
90,Private,46786,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,9386,0,15,United-States,1
30,Private,348618,9th,5,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Mexico,0
39,Private,52645,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0
55,Private,172666,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
39,Federal-gov,110622,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,0
21,Private,147280,HS-grad,9,Never-married,Other-service,Own-child,Other,Male,0,0,20,United-States,0
37,Private,171968,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
38,Private,237608,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,2444,45,United-States,1
36,Private,229180,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,Cuba,0
48,Private,46580,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
36,Private,107410,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
42,Private,132633,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,?,0
20,Private,177287,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
30,Private,75167,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,0
29,Private,112031,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,0
