Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Regular,FDX49,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.102407778,4.615,234.33,3
Regular,FDM02,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.074152133,12.5,88.6198,3
Regular,FDK03,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.074338562,12.6,255.5356,3
Regular,FDG41,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.076995176,8.84,112.0228,3
Regular,FDW43,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.022552083,20.1,226.6036,3
Regular,FDC10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.073289899,9.8,120.8098,3
Regular,DRB48,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.024994069,16.75,37.4822,3
LF,DRF01,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.175047104,5.655,146.9102,3
Low Fat,FDS48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027774002,15.15,152.3708,3
Low Fat,FDS23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.14086247,4.635,126.4994,3
Low Fat,FDV35,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128181759,19.5,156.1314,3
Low Fat,DRF27,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028411899,8.93,152.334,3
Low Fat,FDV14,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.044489064,19.85,89.4856,3
Low Fat,FDQ20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029779207,8.325,39.3138,3
Low Fat,FDT43,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020544065,16.35,49.9324,3
Low Fat,DRN35,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.070234306,8.01,34.9532,3
Low Fat,NCF07,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03201648,9,99.6016,3
Low Fat,FDL45,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037680711,15.6,123.7704,3
Low Fat,FDL34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.040938155,16,141.1496,3
Low Fat,FDR09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.077709902,18.25,259.6962,3
Low Fat,DRN36,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.050168354,15.2,95.3752,3
Regular,FDM50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.030083482,13,61.922,3
Regular,FDA26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.073906461,7.855,218.4482,3
Regular,FDS04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.146635206,10.195,139.0838,3
Regular,FDS16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.066164431,15.15,147.376,3
Regular,FDB29,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.052401766,16.7,115.1176,3
Regular,FDZ43,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.057047756,11,240.4512,3
Regular,FDE56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159165324,17.25,63.4194,3
Regular,FDU20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021453493,19.35,120.3098,3
Regular,FDD23,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048676324,9.5,187.7898,3
low fat,FDX24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013926425,8.355,93.0462,3
reg,FDH44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025867261,19.1,147.6418,3
LF,NCL53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.060649825,7.5,177.4028,3
Low Fat,FDU35,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.132590283,6.44,98.17,3
Low Fat,DRI01,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.057667173,7.97,172.1422,3
Regular,FDE05,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.05432142,10.895,146.2102,3
Low Fat,FDJ48,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.056387854,11.3,245.4118,3
Low Fat,FDT49,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.151279591,7,107.028,3
Low Fat,FDA38,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.025458716,5.44,241.2538,3
Low Fat,FDM20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.038653608,10,245.4144,3
Low Fat,NCF31,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.051804278,9.13,150.2024,3
Low Fat,NCC06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.026963909,19,129.8336,3
Low Fat,NCB43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0,20.2,187.1898,3
Low Fat,FDB47,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.071369947,8.8,209.1612,3
Low Fat,FDX58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.043727261,13.15,182.595,3
Regular,FDJ14,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.050028809,10.3,80.096,3
Regular,FDA40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.099188598,16,88.9856,3
Regular,FDN46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.144511119,7.21,100.5332,3
Regular,FDG34,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.037539164,11.5,106.9254,3
Regular,FDX57,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0,17.25,95.2068,3
LF,FDE29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.143712172,8.905,60.2878,3
LF,NCX05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.097457483,15.2,114.4492,3
LF,FDF59,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071534226,12.5,124.902,3
Low Fat,FDR35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020782036,12.5,198.3742,3
Low Fat,FDS52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.005496816,8.89,102.8016,3
Low Fat,FDD05,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016679143,19.35,119.3098,3
Low Fat,DRF23,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123151947,4.61,175.2396,3
Low Fat,DRK59,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.075757177,8.895,233.8616,3
Low Fat,NCO29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032387589,11.15,164.3526,3
Low Fat,NCM29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017714096,11.5,132.9626,3
Low Fat,NCZ41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,19.85,126.1704,3
Low Fat,NCS06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031866022,7.935,261.291,3
Low Fat,NCF42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.168064909,17.35,176.2712,3
Low Fat,FDH58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,12.3,116.4834,3
Low Fat,FDN57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054455125,18.25,142.0154,3
Regular,FDQ48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034551415,14.3,98.1726,3
Regular,FDF26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046824729,6.825,155.1998,3
Regular,FDX38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048403392,10.5,48.2376,3
Regular,FDP52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.070979698,18.7,229.501,3
Regular,FDK20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041726942,12.6,122.0072,3
Regular,FDS44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156679617,12.65,238.8538,3
Regular,FDD32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041098734,17.7,80.9276,3
Regular,FDW51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.095045476,6.155,213.456,3
Regular,FDP21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0258457,7.42,188.9872,3
low fat,NCI17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.144006886,8.645,94.741,3
LF,DRM59,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.003574698,,154.6998,3
Low Fat,FDY59,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.031251369,,93.3462,3
Low Fat,FDR35,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.020597493,,200.0742,3
Low Fat,FDD50,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.14095631,,167.7132,3
Low Fat,FDZ38,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.007962273,,174.0422,3
Low Fat,FDB44,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.016876708,,210.0586,3
Low Fat,FDV55,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.054806734,,145.1444,3
Low Fat,DRN59,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.063831013,,46.206,3
Low Fat,NCD30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,,98.1726,3
Low Fat,NCG30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.111777297,,124.6046,3
Low Fat,NCP02,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.044591774,,59.6562,3
Low Fat,FDP27,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.118872194,,188.353,3
Low Fat,FDK34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.038340116,,240.1564,3
Low Fat,FDO58,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.039385518,,164.8526,3
Low Fat,FDX45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.104348025,,156.263,3
Low Fat,DRN36,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.049934854,,95.0752,3
Regular,FDP59,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.056192276,,103.1648,3
Regular,FDQ26,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.067543727,,57.2562,3
Regular,FDP31,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.160722863,,65.7168,3
Regular,FDU19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.046544984,,172.0422,3
Regular,FDB58,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.013431109,,143.7154,3
Regular,FDK10,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.04016342,,181.166,3
low fat,DRL11,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.04778563,,156.5946,3
Low Fat,FDV38,Dairy,2011,OUT010,Tier 3,Small,Grocery Store,0.170348551,19.25,55.7956,2.9
Low Fat,DRJ24,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.113234914,11.8,186.3924,2.9
Regular,FDQ31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053930934,5.785,87.3856,2.9
Regular,FDC34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.173027688,16,155.2972,2.9
Low Fat,FDS13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.21799414,,266.5884,2.9
Low Fat,DRF37,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0,,261.291,2.9
Low Fat,FDD04,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.089971292,16,143.2154,2.9
Low Fat,DRF13,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.029781363,12.1,146.9444,2.9
Low Fat,DRM48,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.112896669,15.2,36.0848,2.9
LF,DRM35,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.070587419,9.695,176.9344,2.9
Low Fat,NCS38,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.090374342,8.6,114.3176,2.9
Low Fat,DRG37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.019417732,16.2,153.7972,2.9
Regular,FDN56,Fruits and Vegetables,2020,OUT017,Tier 2,High,Supermarket Type1,0.107662745,5.46,143.8786,2.9
reg,FDY57,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.121940099,20.2,95.3752,2.9
Low Fat,FDB27,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055379648,7.575,198.1768,2.9
Regular,FDT32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.065621523,19,186.5214,2.9
LF,FDR21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.066879757,19.7,174.437,2.9
Low Fat,FDD04,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.08989642,16,143.4154,2.9
Low Fat,DRL23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.015291576,18.35,106.1938,2.9
Regular,FDE05,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.032427039,10.895,147.7102,2.9
Low Fat,NCF19,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03525175,13,48.0034,2.9
Regular,FDO39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.137926458,6.985,184.7608,2.9
Low Fat,FDC50,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.135836915,,93.8094,2.9
Low Fat,FDI46,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.073985248,,252.5724,2.9
Low Fat,NCR18,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.020603511,15.85,42.7112,2.8
Low Fat,DRD13,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.049357077,15,62.6168,2.8
Low Fat,FDI35,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.041291169,14,180.7634,2.8
Low Fat,DRD37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013898123,9.8,46.506,2.8
Regular,FDV37,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.083109455,,195.8426,2.8
Low Fat,FDQ09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058369013,7.235,115.2834,2.8
Regular,FDX46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0,12.3,57.3562,2.8
Regular,FDO19,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.016630303,17.7,48.1034,2.8
Low Fat,FDL56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.220225608,,85.6198,2.8
Low Fat,FDP38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032152004,10.1,50.6008,2.8
Low Fat,FDT21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020423549,7.42,249.0092,2.8
Regular,FDR11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.142759833,10.5,159.3578,2.8
reg,FDE33,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049712775,19.35,78.2644,2.8
Low Fat,NCB18,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.072295507,,89.7514,2.8
Low Fat,NCT17,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.041865848,10.8,189.7214,2.8
Low Fat,FDA58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.103751236,9.395,235.8932,2.8
Low Fat,DRA12,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0,11.6,141.6154,2.8
Low Fat,FDL16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.169405699,12.85,46.106,2.8
Low Fat,FDV43,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.077290355,16,44.5086,2.8
Regular,FDX12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.026117345,18.2,239.2196,2.8
Regular,FDK20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.04179272,12.6,122.0072,2.8
LF,FDR48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,11.65,152.6024,2.8
Low Fat,FDT46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,11.35,52.4008,2.8
Regular,FDN38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.091954465,6.615,250.6408,2.8
Regular,FDB40,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.007538459,17.5,144.2102,2.8
Regular,FDO56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.044974051,10.195,115.5808,2.8
Regular,FDY47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.091195818,8.6,130.231,2.8
Regular,FDG46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.055084019,8.63,114.7518,2.8
Low Fat,NCM41,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.035626319,16.5,93.112,2.8
Low Fat,NCD07,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.055382616,9.1,115.0518,2.8
Low Fat,DRG25,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.019033838,10.5,185.624,2.8
Regular,FDB03,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.156701315,17.75,240.7538,2.8
Regular,FDH40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.078863888,11.6,83.2276,2.8
Regular,FDX56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.073997843,17.1,207.0638,2.8
LF,FDV23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1062679,11,123.2046,2.8
LF,FDD20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020798905,14.15,123.6046,2.8
Low Fat,DRF37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.084676173,17.25,263.191,2.8
Regular,FDZ59,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.104445322,6.63,167.25,2.8
Regular,FDF39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019590769,14.85,261.591,2.8
Regular,FDL52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046277956,6.635,36.7506,2.8
reg,FDY47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054706408,8.6,128.931,2.8
Low Fat,FDH08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.017344679,,230.801,2.8
Low Fat,DRK23,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.071628097,,251.904,2.8
Low Fat,NCO53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.174336148,,184.0608,2.8
Low Fat,NCZ54,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.082955719,,164.0552,2.8
Regular,FDQ11,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.067373081,,258.8988,2.8
Regular,FDN50,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026391403,,92.812,2.8
Regular,FDE33,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.049395242,,80.3644,2.8
Regular,FDN33,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.122519571,,93.0436,2.8
Low Fat,NCO17,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.073493831,10,118.344,2.7
Low Fat,DRB01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.082367244,7.39,187.753,2.7
Low Fat,FDX40,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.173324207,,39.9164,2.7
Regular,FDS24,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.062224479,20.85,88.1514,2.7
Low Fat,NCG07,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.052608525,12.3,191.253,2.7
Low Fat,DRK39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0,7.02,83.825,2.7
Low Fat,NCH42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03674399,6.86,231.201,2.7
Low Fat,FDH24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021427082,20.7,156.5288,2.7
Low Fat,DRI47,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020916223,14.7,141.8128,2.7
reg,FDR55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.132058566,12.15,187.5872,2.7
Low Fat,FDX13,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.047743195,7.725,248.3092,2.7
Low Fat,FDK52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.079152918,18.25,223.8062,2.7
Low Fat,NCR17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.024363026,9.8,114.0492,2.7
Low Fat,NCX05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.09698132,15.2,116.3492,2.7
Low Fat,NCC31,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0,8.02,157.7972,2.7
Low Fat,DRF01,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.174934513,5.655,145.0102,2.7
Low Fat,FDR07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078060605,21.35,96.0094,2.7
Low Fat,NCM30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067569539,19.1,43.0796,2.7
Regular,FDT15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042855388,12.15,181.695,2.7
Regular,FDW22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030413777,9.695,221.3114,2.7
LF,FDK41,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.126924095,,87.2224,2.7
Low Fat,FDC02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069102831,21.35,259.9278,2.6
Regular,FDA01,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054378253,15,59.1904,2.6
Low Fat,DRN47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.016852909,12.1,180.666,2.6
Regular,FDK08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122494876,9.195,100.1016,2.6
Regular,FDF34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01404119,9.3,199.1084,2.6
Low Fat,FDR60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.130415118,14.3,75.9328,2.6
Regular,FDL52,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.046090204,6.635,37.1506,2.6
Low Fat,FDA31,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.110633958,7.1,173.808,2.6
Low Fat,FDR46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0,16.85,146.076,2.6
Regular,FDU24,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.140955857,6.78,92.212,2.6
Regular,DRY23,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.109075742,9.395,42.9112,2.6
Low Fat,FDB28,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.093307668,6.615,195.9426,2.6
Low Fat,DRJ51,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.087920675,14.1,228.5668,2.6
Low Fat,NCX06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015750947,17.6,182.5976,2.6
Regular,FDY38,Dairy,2015,OUT045,Tier 2,Small,Supermarket Type1,0.119418124,13.6,231.03,2.5
Low Fat,FDB21,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.148821808,7.475,241.2854,2.5
Regular,FDQ07,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.087584126,15.1,221.7456,2.5
Regular,FDS32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,17.75,139.9838,2.5
Low Fat,FDT21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020474913,7.42,248.4092,2.5
Regular,FDW46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.070699313,13,65.7484,2.5
Low Fat,FDA50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.087310672,16.25,95.541,2.5
Low Fat,FDF52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066887123,9.3,183.9292,2.5
Low Fat,FDA56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.008778413,9.21,122.4414,2.5
Low Fat,FDY45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026182758,17.5,253.6356,2.5
Regular,FDL24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024935297,10.3,172.0422,2.5
Regular,FDN16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062797771,12.6,103.999,2.5
reg,FDH05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.091054989,14.35,231.8984,2.5
Low Fat,FDQ58,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0,,154.534,2.5
Regular,FDI07,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.059110912,,199.3426,2.5
Low Fat,FDN31,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.072881535,11.5,191.353,2.5
Low Fat,NCS53,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.089778187,14.5,158.4604,2.5
Low Fat,NCZ18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.186067862,7.825,255.4698,2.5
Low Fat,NCJ19,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.118180011,18.6,56.2588,2.5
Low Fat,FDH34,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.031095246,8.63,185.7582,2.5
Low Fat,FDI46,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.074345268,9.5,251.9724,2.5
Low Fat,FDN60,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.095351065,15.1,158.6604,2.5
Low Fat,DRB24,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.020618957,8.785,153.0656,2.5
Low Fat,FDT28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.063925726,13.3,151.8708,2.5
